Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type
432,225,-24,6/2/2014,1272,297,Major Market,South,69,Beans,Coffee,Colombian,206,522,Texas,260,320,230,580,91,Regular
806,75,31,6/3/2014,-1050,126,Major Market,South,24,Beans,Espresso,Caffe Latte,71,201,Texas,50,90,40,140,55,Regular
915,118,46,6/4/2014,930,191,Major Market,South,33,Beans,Espresso,Caffe Mocha,146,309,Texas,90,130,100,220,45,Regular
580,78,35,6/5/2014,798,132,Small Market,South,25,Beans,Espresso,Decaf Espresso,75,210,Oklahoma,60,90,40,150,57,Decaf
918,88,-6,6/6/2014,561,125,Small Market,South,29,Beans,Coffee,Colombian,84,213,Oklahoma,100,130,90,230,41,Regular
405,102,45,6/7/2014,-2003,159,Small Market,South,31,Beans,Espresso,Caffe Latte,105,261,Oklahoma,80,100,60,180,54,Regular
985,101,20,6/8/2014,552,145,Small Market,South,33,Leaves,Herbal Tea,Chamomile,100,246,Louisiana,90,120,80,210,45,Decaf
505,15,2,6/9/2014,848,27,Small Market,South,4,Leaves,Herbal Tea,Chamomile,12,42,New Mexico,10,20,10,30,15,Decaf
337,82,10,6/10/2014,601,114,Small Market,South,31,Leaves,Herbal Tea,Lemon,50,196,Louisiana,70,100,40,170,64,Decaf
405,94,10,6/11/2014,694,145,Small Market,South,85,Leaves,Herbal Tea,Lemon,30,239,Oklahoma,80,120,20,200,115,Decaf
409,241,-18,6/12/2014,1321,318,Major Market,South,74,Beans,Coffee,Colombian,222,559,Texas,280,340,240,620,96,Regular
254,123,43,6/13/2014,959,199,Major Market,South,34,Beans,Espresso,Caffe Mocha,153,322,Texas,90,140,110,230,46,Regular
505,92,-13,6/14/2014,1898,79,Small Market,South,28,Beans,Coffee,Decaf Irish Cream,27,171,New Mexico,100,90,40,190,52,Decaf
918,88,27,6/15/2014,817,148,Small Market,South,29,Beans,Espresso,Decaf Espresso,87,236,Oklahoma,60,110,60,170,61,Decaf
985,49,-16,6/16/2014,845,79,Small Market,South,13,Beans,Coffee,Colombian,54,128,Louisiana,50,90,70,140,25,Regular
505,48,-15,6/17/2014,462,82,Small Market,South,15,Beans,Coffee,Colombian,35,130,New Mexico,50,90,50,140,47,Regular
580,81,-22,6/18/2014,551,116,Small Market,South,26,Beans,Coffee,Colombian,78,197,Oklahoma,90,130,100,220,38,Regular
505,20,-2,6/19/2014,-598,28,Small Market,South,7,Beans,Espresso,Caffe Latte,-12,48,New Mexico,10,20,-10,30,40,Regular
918,134,52,6/20/2014,-2248,207,Small Market,South,41,Beans,Espresso,Caffe Latte,142,341,Oklahoma,100,140,90,240,65,Regular
985,94,21,6/21/2014,540,134,Small Market,South,31,Leaves,Herbal Tea,Chamomile,91,228,Louisiana,80,110,70,190,43,Decaf
505,16,2,6/22/2014,851,28,Small Market,South,4,Leaves,Herbal Tea,Chamomile,12,44,New Mexico,10,20,10,30,16,Decaf
580,105,6,6/23/2014,716,161,Small Market,South,95,Leaves,Herbal Tea,Lemon,36,266,Oklahoma,90,140,30,230,125,Decaf
860,125,-15,6/24/2014,1119,188,Small Market,East,41,Beans,Coffee,Colombian,115,313,Connecticut,100,160,130,260,73,Regular
203,60,-39,6/25/2014,606,84,Small Market,East,54,Beans,Espresso,Caffe Mocha,1,144,Connecticut,40,90,40,130,83,Regular
203,130,-8,6/26/2014,1134,195,Small Market,East,42,Beans,Coffee,Colombian,122,325,Connecticut,110,180,130,290,73,Regular
203,115,-5,6/27/2014,1166,174,Small Market,East,37,Beans,Coffee,Colombian,105,289,Connecticut,100,160,110,260,69,Regular
203,125,6,6/28/2014,1119,209,Small Market,East,41,Beans,Coffee,Colombian,136,334,Connecticut,100,160,130,260,73,Regular
959,60,-30,6/29/2014,606,93,Small Market,East,54,Beans,Espresso,Caffe Mocha,10,153,Connecticut,40,90,40,130,83,Regular
203,130,13,6/30/2014,1134,216,Small Market,East,42,Beans,Coffee,Colombian,143,346,Connecticut,110,180,130,290,73,Regular
959,115,14,7/1/2014,1166,193,Small Market,East,37,Beans,Coffee,Colombian,124,308,Connecticut,100,160,110,260,69,Regular
561,91,-14,7/2/2014,656,127,Major Market,East,28,Beans,Coffee,Decaf Irish Cream,76,218,Florida,70,110,90,180,51,Decaf
239,86,-30,7/3/2014,547,116,Major Market,East,28,Beans,Espresso,Decaf Espresso,60,202,Florida,70,110,90,180,56,Decaf
407,82,-26,7/4/2014,788,123,Major Market,East,27,Beans,Coffee,Colombian,64,205,Florida,60,110,90,170,59,Regular
857,72,18,7/5/2014,-3004,402,Major Market,East,23,Beans,Coffee,Colombian,348,474,Massachusetts,50,350,330,400,54,Regular
315,260,17,7/6/2014,2548,390,Major Market,East,91,Beans,Coffee,Colombian,247,650,New York,210,330,230,540,143,Regular
239,96,-32,7/7/2014,683,134,Major Market,East,87,Beans,Espresso,Caffe Mocha,18,230,Florida,80,130,50,210,116,Regular
845,125,-32,7/8/2014,3142,-56,Major Market,East,113,Beans,Espresso,Caffe Mocha,-202,69,New York,110,-60,-170,50,146,Regular
781,161,-28,7/9/2014,1267,161,Major Market,East,45,Beans,Espresso,Regular Espresso,92,322,Massachusetts,140,160,120,300,69,Regular
718,239,-15,7/10/2014,1197,526,Major Market,East,66,Beans,Espresso,Regular Espresso,435,765,New York,210,510,450,720,91,Regular
386,22,-10,7/11/2014,573,29,Major Market,East,7,Leaves,Herbal Tea,Chamomile,10,51,Florida,0,20,20,20,19,Decaf
845,255,59,7/12/2014,1622,258,Major Market,East,96,Leaves,Herbal Tea,Lemon,129,513,New York,140,150,70,290,129,Decaf
315,239,-70,7/13/2014,4360,-75,Major Market,East,74,Leaves,Herbal Tea,Mint,-170,164,New York,130,-50,-100,80,95,Decaf
516,108,-25,7/14/2014,971,157,Major Market,East,30,Leaves,Tea,Darjeeling,115,265,New York,110,170,140,280,42,Regular
716,123,-26,7/15/2014,915,179,Major Market,East,34,Leaves,Tea,Earl Grey,134,302,New York,130,190,160,320,45,Regular
518,76,-22,7/16/2014,580,111,Major Market,East,21,Leaves,Tea,Green Tea,78,187,New York,80,120,100,200,33,Regular
772,102,-1,7/17/2014,666,143,Major Market,East,31,Beans,Coffee,Decaf Irish Cream,89,245,Florida,90,130,90,220,54,Decaf
561,77,-9,7/18/2014,557,103,Major Market,East,25,Beans,Espresso,Decaf Espresso,51,180,Florida,70,100,60,170,52,Decaf
754,78,3,7/19/2014,798,119,Major Market,East,25,Beans,Coffee,Colombian,63,197,Florida,70,100,60,170,56,Regular
978,75,24,7/20/2014,-3287,379,Major Market,East,24,Beans,Coffee,Colombian,324,454,Massachusetts,60,340,300,400,55,Regular
347,249,6,7/21/2014,2580,374,Major Market,East,87,Beans,Coffee,Colombian,236,623,New York,220,340,230,560,138,Regular
754,94,-5,7/22/2014,694,130,Major Market,East,85,Beans,Espresso,Caffe Mocha,15,224,Florida,90,120,20,210,115,Regular
347,121,-12,7/23/2014,3385,-60,Major Market,East,109,Beans,Espresso,Caffe Mocha,-202,61,New York,110,-60,-190,50,142,Regular
508,181,-12,7/24/2014,1283,182,Major Market,East,50,Beans,Espresso,Regular Espresso,108,363,Massachusetts,170,180,120,350,74,Regular
646,211,-9,7/25/2014,933,464,Major Market,East,59,Beans,Espresso,Regular Espresso,381,675,New York,200,460,390,660,83,Regular
561,22,1,7/26/2014,570,30,Major Market,East,7,Leaves,Herbal Tea,Chamomile,11,52,Florida,10,20,10,30,19,Decaf
631,245,64,7/27/2014,1704,331,Major Market,East,93,Leaves,Herbal Tea,Lemon,204,576,New York,180,240,140,420,127,Decaf
914,225,-36,7/28/2014,4742,-65,Major Market,East,69,Leaves,Herbal Tea,Mint,-156,160,New York,160,-50,-120,110,91,Decaf
518,81,-6,7/29/2014,984,117,Major Market,East,22,Leaves,Tea,Darjeeling,84,198,New York,80,120,90,200,33,Regular
315,118,-3,7/30/2014,930,172,Major Market,East,33,Leaves,Tea,Earl Grey,127,290,New York,120,170,130,290,45,Regular
813,134,12,7/31/2014,690,186,Major Market,East,41,Beans,Coffee,Decaf Irish Cream,122,320,Florida,120,160,110,280,64,Decaf
407,83,-12,8/1/2014,575,112,Major Market,East,27,Beans,Espresso,Decaf Espresso,58,195,Florida,80,110,70,190,54,Decaf
754,88,-7,8/2/2014,817,133,Major Market,East,29,Beans,Coffee,Colombian,73,221,Florida,70,120,80,190,60,Regular
351,67,30,8/3/2014,-3534,443,Major Market,East,22,Beans,Coffee,Colombian,390,510,Massachusetts,60,390,360,450,53,Regular
845,279,21,8/4/2014,2642,420,Major Market,East,97,Beans,Coffee,Colombian,271,699,New York,250,370,250,620,149,Regular
305,105,-9,8/5/2014,716,145,Major Market,East,95,Beans,Espresso,Caffe Mocha,21,250,Florida,100,140,30,240,124,Regular
212,135,-14,8/6/2014,3641,-69,Major Market,East,122,Beans,Espresso,Caffe Mocha,-224,66,New York,130,-70,-210,60,155,Regular
351,153,7,8/7/2014,1319,153,Major Market,East,42,Beans,Espresso,Regular Espresso,87,306,Massachusetts,150,140,80,290,66,Regular
718,250,-8,8/8/2014,723,407,Major Market,East,70,Beans,Espresso,Regular Espresso,312,657,New York,240,400,320,640,95,Regular
607,294,99,8/9/2014,1727,453,Major Market,East,111,Leaves,Herbal Tea,Lemon,309,747,New York,220,320,210,540,144,Decaf
716,241,-39,8/10/2014,5121,-93,Major Market,East,74,Leaves,Herbal Tea,Mint,-189,148,New York,180,-80,-150,100,96,Decaf
716,86,-1,8/11/2014,1003,124,Major Market,East,24,Leaves,Tea,Darjeeling,89,210,New York,90,120,90,210,35,Regular
718,123,-17,8/12/2014,959,179,Major Market,East,34,Leaves,Tea,Earl Grey,133,302,New York,120,190,150,310,46,Regular
772,91,0,8/13/2014,656,141,Major Market,East,28,Beans,Coffee,Decaf Irish Cream,90,232,Florida,70,110,90,180,51,Decaf
321,86,-17,8/14/2014,547,129,Major Market,East,28,Beans,Espresso,Decaf Espresso,73,215,Florida,70,110,90,180,56,Decaf
954,82,-13,8/15/2014,788,136,Major Market,East,27,Beans,Coffee,Colombian,77,218,Florida,60,110,90,170,59,Regular
857,72,49,8/16/2014,-3004,433,Major Market,East,23,Beans,Coffee,Colombian,379,505,Massachusetts,50,350,330,400,54,Regular
716,260,60,8/17/2014,2548,433,Major Market,East,91,Beans,Coffee,Colombian,290,693,New York,210,330,230,540,143,Regular
727,96,-17,8/18/2014,683,149,Major Market,East,87,Beans,Espresso,Caffe Mocha,33,245,Florida,80,130,50,210,116,Regular
914,125,-27,8/19/2014,3142,-51,Major Market,East,113,Beans,Espresso,Caffe Mocha,-197,74,New York,110,-60,-170,50,146,Regular
508,161,-7,8/20/2014,1267,182,Major Market,East,45,Beans,Espresso,Regular Espresso,113,343,Massachusetts,140,160,120,300,69,Regular
212,239,35,8/21/2014,1197,576,Major Market,East,66,Beans,Espresso,Regular Espresso,485,815,New York,210,510,450,720,91,Regular
904,22,-7,8/22/2014,573,32,Major Market,East,7,Leaves,Herbal Tea,Chamomile,13,54,Florida,0,20,20,20,19,Decaf
585,255,93,8/23/2014,1622,292,Major Market,East,96,Leaves,Herbal Tea,Lemon,163,547,New York,140,150,70,290,129,Decaf
631,239,-59,8/24/2014,4360,-64,Major Market,East,74,Leaves,Herbal Tea,Mint,-159,175,New York,130,-50,-100,80,95,Decaf
585,108,-8,8/25/2014,971,174,Major Market,East,30,Leaves,Tea,Darjeeling,132,282,New York,110,170,140,280,42,Regular
718,123,-6,8/26/2014,915,199,Major Market,East,34,Leaves,Tea,Earl Grey,154,322,New York,130,190,160,320,45,Regular
607,76,-10,8/27/2014,580,123,Major Market,East,21,Leaves,Tea,Green Tea,90,199,New York,80,120,100,200,33,Regular
904,102,15,8/28/2014,666,159,Major Market,East,31,Beans,Coffee,Decaf Irish Cream,105,261,Florida,90,130,90,220,54,Decaf
772,77,3,8/29/2014,557,115,Major Market,East,25,Beans,Espresso,Decaf Espresso,63,192,Florida,70,100,60,170,52,Decaf
786,78,16,8/30/2014,798,132,Major Market,East,25,Beans,Coffee,Colombian,76,210,Florida,70,100,60,170,56,Regular
857,75,54,8/31/2014,-3287,409,Major Market,East,24,Beans,Coffee,Colombian,354,484,Massachusetts,60,340,300,400,55,Regular
607,249,47,9/1/2014,2580,415,Major Market,East,87,Beans,Coffee,Colombian,277,664,New York,220,340,230,560,138,Regular
813,94,10,9/2/2014,694,145,Major Market,East,85,Beans,Espresso,Caffe Mocha,30,239,Florida,90,120,20,210,115,Regular
914,121,-8,9/3/2014,3385,-56,Major Market,East,109,Beans,Espresso,Caffe Mocha,-198,65,New York,110,-60,-190,50,142,Regular
617,181,12,9/4/2014,1283,206,Major Market,East,50,Beans,Espresso,Regular Espresso,132,387,Massachusetts,170,180,120,350,74,Regular
917,211,35,9/5/2014,933,508,Major Market,East,59,Beans,Espresso,Regular Espresso,425,719,New York,200,460,390,660,83,Regular
727,22,4,9/6/2014,570,33,Major Market,East,7,Leaves,Herbal Tea,Chamomile,14,55,Florida,10,20,10,30,19,Decaf
585,245,102,9/7/2014,1704,369,Major Market,East,93,Leaves,Herbal Tea,Lemon,242,614,New York,180,240,140,420,127,Decaf
518,225,-25,9/8/2014,4742,-54,Major Market,East,69,Leaves,Herbal Tea,Mint,-145,171,New York,160,-50,-120,110,91,Decaf
516,81,7,9/9/2014,984,130,Major Market,East,22,Leaves,Tea,Darjeeling,97,211,New York,80,120,90,200,33,Regular
914,118,16,9/10/2014,930,191,Major Market,East,33,Leaves,Tea,Earl Grey,146,309,New York,120,170,130,290,45,Regular
727,134,33,9/11/2014,690,207,Major Market,East,41,Beans,Coffee,Decaf Irish Cream,143,341,Florida,120,160,110,280,64,Decaf
386,83,1,9/12/2014,575,125,Major Market,East,27,Beans,Espresso,Decaf Espresso,71,208,Florida,80,110,70,190,54,Decaf
407,88,8,9/13/2014,817,148,Major Market,East,29,Beans,Coffee,Colombian,88,236,Florida,70,120,80,190,60,Regular
351,67,63,9/14/2014,-3534,476,Major Market,East,22,Beans,Coffee,Colombian,423,543,Massachusetts,60,390,360,450,53,Regular
315,279,67,9/15/2014,2642,466,Major Market,East,97,Beans,Coffee,Colombian,317,745,New York,250,370,250,620,149,Regular
305,105,7,9/16/2014,716,161,Major Market,East,95,Beans,Espresso,Caffe Mocha,37,266,Florida,100,140,30,240,124,Regular
845,135,-10,9/17/2014,3641,-65,Major Market,East,122,Beans,Espresso,Caffe Mocha,-220,70,New York,130,-70,-210,60,155,Regular
857,153,27,9/18/2014,1319,173,Major Market,East,42,Beans,Espresso,Regular Espresso,107,326,Massachusetts,150,140,80,290,66,Regular
518,250,35,9/19/2014,723,450,Major Market,East,70,Beans,Espresso,Regular Espresso,355,700,New York,240,400,320,640,95,Regular
631,294,148,9/20/2014,1727,502,Major Market,East,111,Leaves,Herbal Tea,Lemon,358,796,New York,220,320,210,540,144,Decaf
716,241,-29,9/21/2014,5121,-83,Major Market,East,74,Leaves,Herbal Tea,Mint,-179,158,New York,180,-80,-150,100,96,Decaf
718,86,13,9/22/2014,1003,138,Major Market,East,24,Leaves,Tea,Darjeeling,103,224,New York,90,120,90,210,35,Regular
518,123,3,9/23/2014,959,199,Major Market,East,34,Leaves,Tea,Earl Grey,153,322,New York,120,190,150,310,46,Regular
719,108,-34,9/24/2014,971,157,Major Market,Central,30,Beans,Coffee,Decaf Irish Cream,116,265,Colorado,100,160,150,260,41,Decaf
815,122,-45,9/25/2014,789,176,Major Market,Central,39,Beans,Coffee,Decaf Irish Cream,115,298,Illinois,110,190,160,300,61,Decaf
303,72,-74,9/26/2014,650,110,Major Market,Central,23,Beans,Espresso,Decaf Espresso,56,182,Colorado,100,160,130,260,54,Decaf
312,239,-151,9/27/2014,1755,239,Major Market,Central,66,Beans,Espresso,Decaf Espresso,149,478,Illinois,340,370,300,710,90,Decaf
614,54,-58,9/28/2014,404,66,Major Market,Central,20,Beans,Espresso,Decaf Espresso,12,120,Ohio,70,100,70,170,54,Decaf
970,123,-27,9/29/2014,915,179,Major Market,Central,34,Beans,Coffee,Amaretto,133,302,Colorado,120,180,160,300,46,Regular
815,154,-40,9/30/2014,1132,213,Major Market,Central,50,Beans,Coffee,Colombian,120,367,Illinois,150,220,160,370,93,Regular
303,76,-91,10/1/2014,580,111,Major Market,Central,21,Beans,Espresso,Caffe Mocha,79,187,Colorado,100,180,170,280,32,Regular
815,257,-196,10/2/2014,1662,341,Major Market,Central,84,Beans,Espresso,Caffe Mocha,224,598,Illinois,370,520,420,890,117,Regular
567,161,-98,10/3/2014,1267,161,Major Market,Central,45,Beans,Espresso,Caffe Mocha,92,322,Ohio,230,240,190,470,69,Regular
719,161,-18,10/4/2014,1267,161,Major Market,Central,45,Leaves,Herbal Tea,Chamomile,92,322,Colorado,120,140,110,260,69,Decaf
708,123,-7,10/5/2014,915,179,Major Market,Central,34,Leaves,Herbal Tea,Chamomile,133,302,Illinois,90,150,140,240,46,Decaf
815,108,-4,10/6/2014,971,157,Major Market,Central,30,Leaves,Herbal Tea,Mint,116,265,Illinois,80,130,120,210,41,Decaf
234,82,5,10/7/2014,788,123,Major Market,Central,27,Leaves,Tea,Darjeeling,65,205,Ohio,50,90,60,140,58,Regular
614,91,-4,10/8/2014,656,127,Major Market,Central,28,Leaves,Tea,Earl Grey,76,218,Ohio,50,100,80,150,51,Regular
720,90,-6,10/9/2014,572,115,Major Market,Central,29,Leaves,Tea,Green Tea,74,205,Colorado,50,90,80,140,41,Regular
641,10,-12,10/10/2014,598,13,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-2,23,Iowa,0,10,10,10,15,Decaf
715,86,-39,10/11/2014,547,116,Small Market,Central,28,Beans,Coffee,Decaf Irish Cream,61,202,Wisconsin,80,120,100,200,55,Decaf
816,79,-35,10/12/2014,593,98,Small Market,Central,30,Beans,Coffee,Colombian,35,177,Missouri,70,100,70,170,63,Regular
715,96,-42,10/13/2014,683,134,Small Market,Central,87,Beans,Coffee,Colombian,18,230,Wisconsin,90,140,60,230,116,Regular
314,40,-54,10/14/2014,881,59,Small Market,Central,11,Beans,Espresso,Caffe Mocha,36,99,Missouri,50,90,90,140,23,Regular
608,80,-72,10/15/2014,1055,94,Small Market,Central,24,Beans,Espresso,Caffe Mocha,48,174,Wisconsin,110,140,120,250,46,Regular
712,257,14,10/16/2014,1662,341,Small Market,Central,84,Leaves,Herbal Tea,Chamomile,224,598,Iowa,200,280,210,480,117,Decaf
641,122,-16,10/17/2014,789,176,Small Market,Central,39,Leaves,Herbal Tea,Lemon,114,298,Iowa,90,150,130,240,62,Decaf
573,86,-36,10/18/2014,1698,23,Small Market,Central,26,Leaves,Herbal Tea,Lemon,-26,109,Missouri,60,20,10,80,49,Decaf
563,239,39,10/19/2014,1755,239,Small Market,Central,66,Leaves,Tea,Darjeeling,149,478,Iowa,170,170,110,340,90,Regular
563,255,53,10/20/2014,1756,312,Small Market,Central,96,Leaves,Tea,Earl Grey,183,567,Iowa,170,230,130,400,129,Regular
417,25,-11,10/21/2014,209,31,Small Market,Central,9,Leaves,Tea,Earl Grey,-11,56,Missouri,10,20,0,30,42,Regular
970,81,4,10/22/2014,984,117,Major Market,Central,22,Beans,Coffee,Decaf Irish Cream,84,198,Colorado,80,110,80,190,33,Decaf
815,113,-4,10/23/2014,803,165,Major Market,Central,36,Beans,Coffee,Decaf Irish Cream,106,278,Illinois,110,160,110,270,59,Decaf
303,75,-42,10/24/2014,659,114,Major Market,Central,24,Beans,Espresso,Decaf Espresso,58,189,Colorado,90,150,100,240,56,Decaf
847,211,-71,10/25/2014,1778,212,Major Market,Central,59,Beans,Espresso,Decaf Espresso,129,423,Illinois,270,270,200,540,83,Decaf
970,118,-2,10/26/2014,930,172,Major Market,Central,33,Beans,Coffee,Amaretto,128,290,Colorado,110,170,130,280,44,Regular
815,173,-1,10/27/2014,1150,239,Major Market,Central,57,Beans,Coffee,Colombian,139,412,Illinois,170,230,140,400,100,Regular
303,50,-22,10/28/2014,589,73,Major Market,Central,14,Beans,Espresso,Caffe Mocha,48,123,Colorado,60,90,70,150,25,Regular
224,228,-94,10/29/2014,1691,304,Major Market,Central,75,Beans,Espresso,Caffe Mocha,196,532,Illinois,290,390,290,680,108,Regular
440,181,-63,10/30/2014,1283,182,Major Market,Central,50,Beans,Espresso,Caffe Mocha,107,363,Ohio,230,230,170,460,75,Regular
970,181,7,10/31/2014,1283,182,Major Market,Central,50,Leaves,Herbal Tea,Chamomile,107,363,Colorado,170,160,100,330,75,Decaf
312,118,17,11/1/2014,930,172,Major Market,Central,33,Leaves,Herbal Tea,Chamomile,127,290,Illinois,110,150,110,260,45,Decaf
630,81,4,11/2/2014,984,117,Major Market,Central,22,Leaves,Herbal Tea,Mint,84,198,Illinois,70,110,80,180,33,Decaf
330,78,2,11/3/2014,798,119,Major Market,Central,25,Leaves,Tea,Darjeeling,62,197,Ohio,60,100,60,160,57,Regular
630,75,9,11/4/2014,659,114,Major Market,Central,24,Leaves,Tea,Earl Grey,59,189,Illinois,60,90,50,150,55,Regular
419,102,19,11/5/2014,666,143,Major Market,Central,31,Leaves,Tea,Earl Grey,89,245,Ohio,80,120,70,200,54,Regular
719,88,10,11/6/2014,561,112,Major Market,Central,29,Leaves,Tea,Green Tea,70,200,Colorado,70,90,60,160,42,Regular
641,10,-13,11/7/2014,596,13,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-3,23,Iowa,0,20,10,20,16,Decaf
262,77,-9,11/8/2014,557,103,Small Market,Central,25,Beans,Coffee,Decaf Irish Cream,51,180,Wisconsin,70,100,60,170,52,Decaf
563,15,-2,11/9/2014,848,24,Small Market,Central,4,Beans,Coffee,Amaretto,8,39,Iowa,10,20,10,30,16,Regular
573,82,-2,11/10/2014,601,102,Small Market,Central,31,Beans,Coffee,Colombian,38,184,Missouri,80,100,40,180,64,Regular
262,94,-14,11/11/2014,694,130,Small Market,Central,85,Beans,Coffee,Colombian,16,224,Wisconsin,90,130,30,220,114,Regular
314,54,-29,11/12/2014,885,78,Small Market,Central,15,Beans,Espresso,Caffe Mocha,51,132,Missouri,60,100,80,160,27,Regular
920,75,-25,11/13/2014,1063,89,Small Market,Central,23,Beans,Espresso,Caffe Mocha,45,164,Wisconsin,90,110,70,200,44,Regular
712,228,16,11/14/2014,1691,304,Small Market,Central,75,Leaves,Herbal Tea,Chamomile,196,532,Iowa,210,280,180,490,108,Decaf
712,113,7,11/15/2014,803,165,Small Market,Central,36,Leaves,Herbal Tea,Lemon,107,278,Iowa,100,150,100,250,58,Decaf
712,211,19,11/16/2014,1778,212,Small Market,Central,59,Leaves,Tea,Darjeeling,129,423,Iowa,170,180,110,350,83,Regular
319,245,43,11/17/2014,1784,300,Small Market,Central,93,Leaves,Tea,Earl Grey,173,545,Iowa,200,250,130,450,127,Regular
720,86,-2,11/18/2014,1003,124,Major Market,Central,24,Beans,Coffee,Decaf Irish Cream,88,210,Colorado,80,120,90,200,36,Decaf
630,127,-8,11/19/2014,830,185,Major Market,Central,40,Beans,Coffee,Decaf Irish Cream,122,312,Illinois,120,180,130,300,63,Decaf
970,67,-33,11/20/2014,677,101,Major Market,Central,22,Beans,Espresso,Decaf Espresso,47,168,Colorado,80,130,80,210,54,Decaf
630,250,-83,11/21/2014,1820,251,Major Market,Central,70,Beans,Espresso,Decaf Espresso,157,501,Illinois,320,320,240,640,94,Decaf
719,123,4,11/22/2014,959,179,Major Market,Central,34,Beans,Coffee,Amaretto,134,302,Colorado,120,170,130,290,45,Regular
847,224,4,11/23/2014,1191,310,Major Market,Central,73,Beans,Coffee,Colombian,194,534,Illinois,220,300,190,520,116,Regular
970,54,-37,11/24/2014,601,79,Major Market,Central,15,Beans,Espresso,Caffe Mocha,53,133,Colorado,60,110,90,170,26,Regular
815,247,-104,11/25/2014,1744,329,Major Market,Central,81,Beans,Espresso,Caffe Mocha,216,576,Illinois,310,420,320,730,113,Regular
740,153,-53,11/26/2014,1319,153,Major Market,Central,42,Beans,Espresso,Caffe Mocha,87,306,Ohio,190,200,140,390,66,Regular
303,153,7,11/27/2014,1319,153,Major Market,Central,42,Leaves,Herbal Tea,Chamomile,87,306,Colorado,140,140,80,280,66,Decaf
309,123,3,11/28/2014,959,179,Major Market,Central,34,Leaves,Herbal Tea,Chamomile,133,302,Illinois,110,170,130,280,46,Decaf
630,86,8,11/29/2014,1003,124,Major Market,Central,24,Leaves,Herbal Tea,Mint,88,210,Illinois,80,110,80,190,36,Decaf
513,88,2,11/30/2014,817,133,Major Market,Central,29,Leaves,Tea,Darjeeling,72,221,Ohio,70,110,70,180,61,Regular
740,134,31,12/1/2014,690,186,Major Market,Central,41,Leaves,Tea,Earl Grey,121,320,Ohio,110,150,90,260,65,Regular
719,81,6,12/2/2014,551,104,Major Market,Central,26,Leaves,Tea,Green Tea,66,185,Colorado,60,90,60,150,38,Regular
319,10,-11,12/3/2014,594,14,Small Market,Central,3,Beans,Coffee,Decaf Irish Cream,-1,24,Iowa,0,20,10,20,15,Decaf
715,83,-13,12/4/2014,575,112,Small Market,Central,27,Beans,Coffee,Decaf Irish Cream,57,195,Wisconsin,80,110,70,190,55,Decaf
573,68,-14,12/5/2014,619,85,Small Market,Central,25,Beans,Coffee,Colombian,26,153,Missouri,60,90,40,150,59,Regular
715,105,-10,12/6/2014,716,145,Small Market,Central,95,Beans,Coffee,Colombian,20,250,Wisconsin,100,140,30,240,125,Regular
314,50,-22,12/7/2014,898,73,Small Market,Central,14,Beans,Espresso,Caffe Mocha,48,123,Missouri,60,90,70,150,25,Regular
715,80,-30,12/8/2014,1079,96,Small Market,Central,24,Beans,Espresso,Caffe Mocha,50,176,Wisconsin,100,120,80,220,46,Regular
641,247,16,12/9/2014,1744,329,Small Market,Central,81,Leaves,Herbal Tea,Chamomile,216,576,Iowa,230,300,200,530,113,Decaf
319,127,3,12/10/2014,830,185,Small Market,Central,40,Leaves,Herbal Tea,Lemon,123,312,Iowa,120,170,120,290,62,Decaf
641,250,36,12/11/2014,1820,251,Small Market,Central,70,Leaves,Tea,Darjeeling,156,501,Iowa,210,200,120,410,95,Regular
641,294,46,12/12/2014,1838,360,Small Market,Central,111,Leaves,Tea,Earl Grey,216,654,Iowa,240,300,170,540,144,Regular
573,20,-6,12/13/2014,218,25,Small Market,Central,7,Leaves,Tea,Earl Grey,-16,45,Missouri,10,20,-10,30,41,Regular
719,108,-17,12/14/2014,971,174,Major Market,Central,30,Beans,Coffee,Decaf Irish Cream,133,282,Colorado,100,160,150,260,41,Decaf
815,122,-25,12/15/2014,789,196,Major Market,Central,39,Beans,Coffee,Decaf Irish Cream,135,318,Illinois,110,190,160,300,61,Decaf
970,72,-62,12/16/2014,650,122,Major Market,Central,23,Beans,Espresso,Decaf Espresso,68,194,Colorado,100,160,130,260,54,Decaf
773,239,-120,12/17/2014,1755,270,Major Market,Central,66,Beans,Espresso,Decaf Espresso,180,509,Illinois,340,370,300,710,90,Decaf
419,54,-50,12/18/2014,404,74,Major Market,Central,20,Beans,Espresso,Decaf Espresso,20,128,Ohio,70,100,70,170,54,Decaf
719,123,-7,12/19/2014,915,199,Major Market,Central,34,Beans,Coffee,Amaretto,153,322,Colorado,120,180,160,300,46,Regular
815,154,-16,12/20/2014,1132,237,Major Market,Central,50,Beans,Coffee,Colombian,144,391,Illinois,150,220,160,370,93,Regular
970,76,-79,12/21/2014,580,123,Major Market,Central,21,Beans,Espresso,Caffe Mocha,91,199,Colorado,100,180,170,280,32,Regular
312,257,-157,12/22/2014,1662,380,Major Market,Central,84,Beans,Espresso,Caffe Mocha,263,637,Illinois,370,520,420,890,117,Regular
